ACCOUNT,ACCOUNT,HOUSE_NO,STREET_DIR,STREET_NAM,STREET_SFX,STR_POST_D,STR_UNIT_T,STR_UNIT_N,ADDRESS,2005 Closed Violations Count,2005 Average Days to Close Violation,2007 Closed Violations Count,2007 Average Days to Close Violation,2008 Closed Violations Count,2008 Average Days to Close Violation,2009 Closed Violations Count,2009 Average Days to Close Violation,2010 Closed Violations Count,2010 Average Days to Close Violation,2011 Closed Violations Count,2011 Average Days to Close Violation,2012 Closed Violations Count,2012 Average Days to Close Violation,2013 Closed Violations Count,2013 Average Days to Close Violation,2014 Closed Violations Count,2014 Average Days to Close Violation,2015 Closed Violations Count,2015 Average Days to Close Violation,2016 Closed Violations Count,2016 Average Days to Close Violation,2017 Closed Violations Count,2017 Average Days to Close Violation,2018 Closed Violations Count,2018 Average Days to Close Violation,Total Closed Violations Count,Total Average Days to Close Violation,2013 Active Permit Count,2013 Active Permit Sum,2014 Active Permit Count,2014 Active Permit Sum,2015 Active Permit Count,2015 Active Permit Sum,2016 Active Permit Count,2016 Active Permit Sum,2017 Active Permit Count,2017 Active Permit Sum,2018 Active Permit Count,2018 Active Permit Sum,Total Active Permit Count,Total Active Permit Sum,2013 Completed Permits Count,2013 Completed Permit Sum,2014 Completed Permit Count,2014 Completed Permit Sum,2015 Completed Permit Count,2015 Completed Permit Sum,2016 Completed Permit Count,2016 Completed Permit Sum,2017 Completed Count Count,2017 Completed Permit Sum,2018 Completed Permit Count,2018 Completed Permit Sum,Total Completed Permit Count,Total Completed Permit Sum,1999 Open Code Violations,2000 Open Code Violations,2005 Open Code Violations,2007 Open Code Violations,2008 Open Code Violations,2009 Open Code Violations,2010 Open Code Violations,2011 Open Code Violations,2012 Open Code Violations,2013 Open Code Violations,2014 Open Code Violations,2015 Open Code Violations,2016 Open Code Violations,2017 Open Code Violations,2018 Open Code Violations,Total Open Code Violations
3371838800000,3371838800000,514,,GREEN,ST,,,,514 GREEN ST,0,0,6,42.33333333,1,16,2,391,6,10,3,118.6666667,1,7,1,13,0,0,1,134,0,0,2,7,0,0,23,71.13043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3371948200000,3371948200000,550,,WOODWARD,ST,,,,550 WOODWARD ST,0,0,0,0,0,0,2,54,0,0,0,0,1,73,2,7.5,1,0,1,0,1,66,0,0,0,0,8,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3371948400000,3371948400000,529,,GREEN,ST,,,,529 GREEN ST,0,0,0,0,0,0,1,13,1,14,1,17,1,48,0,0,0,0,2,77,0,0,1,0,0,0,7,35.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
3371960000000,3371960000000,502,S,CHRISTIAN,ST,,,,502 S CHRISTIAN ST,0,0,1,48,1,20,2,13.5,0,0,1,37,0,0,2,7.5,0,0,1,0,0,0,0,0,0,0,8,18.375,0,0.00,0,0.00,0,0.00,1,"6,000.00",2,"300,000.00",2,"37,525.00",5,"343,525.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372001500000,3372001500000,546,,WOODWARD,ST,,,,546 WOODWARD ST,0,0,0,0,2,10,1,19,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,8,9.25,,,,,,,,,,,,,,,0,0.00,0,0.00,1,"5,000.00",0,0.00,0,0.00,0,0.00,1,"5,000.00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3372039600000,3372039600000,527 1/,,GREEN,ST,,,,527 1/2 GREEN ST,0,0,1,76,1,9,4,59.75,1,23,0,0,2,35,1,5,0,0,1,105,0,0,0,0,0,0,11,47.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
3372064700000,3372064700000,460,S,DUKE,ST,,,,460 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,"50,000.00",0,0.00,0,0.00,1,"50,000.00",,,,,,,,,,,,,,,,
3372103300000,3372103300000,512,,GREEN,ST,,,,512 GREEN ST,0,0,1,90,1,41,0,0,0,0,1,9,10,62.4,7,16.71428571,1,61,0,0,0,0,2,0,0,0,23,40.95652174,,,,,,,,,,,,,,,0,0.00,1,"10,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"10,000.00",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
3372110100000,3372110100000,439,,CHESTER,ST,,,,439 CHESTER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372120700000,3372120700000,527,,GREEN,ST,,,,527 GREEN ST,0,0,6,110.6666667,3,57,2,24,1,13,4,151.5,2,11.5,1,21,2,25,3,40.33333333,0,0,2,0,0,0,26,66.03846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372193300000,3372193300000,510,,GREEN,ST,,,,510 GREEN ST,0,0,1,24,3,14,4,162,1,496,2,23,0,0,0,0,0,0,1,77,2,51,0,0,0,0,14,102.5,0,0.00,0,0.00,0,0.00,0,0.00,1,"21,500.00",0,0.00,1,"21,500.00",,,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
3372193800000,3372193800000,542,,WOODWARD,ST,,,,542 WOODWARD ST,0,0,0,0,2,10,2,9,3,55.66666667,2,42.5,2,310.5,0,0,1,0,0,0,1,33,0,0,0,0,13,72.61538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3372221900000,3372221900000,525,,GREEN,ST,,,,525 GREEN ST,0,0,1,36,0,0,2,139,1,7,2,57,1,63,3,31.66666667,2,31.5,3,23,0,0,2,7,0,0,17,43.47058824,0,0.00,0,0.00,0,0.00,0,0.00,1,"2,700.00",0,0.00,1,"2,700.00",1,"3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"3,000.00",,,,,,,,,,,,,,,,
3372313000000,3372313000000,523,,GREEN,ST,,,,523 GREEN ST,0,0,0,0,1,9,2,38,2,10,0,0,2,31.5,0,0,2,2,2,54.5,0,0,3,12,0,0,14,22.64285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372325500000,3372325500000,540,,WOODWARD,ST,,,,540 WOODWARD ST,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37,0,0,0,0,4,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372351100000,3372351100000,437,,CHESTER,ST,,,,437 CHESTER ST,0,0,0,0,0,0,1,74,0,0,0,0,0,0,1,37,0,0,1,0,0,0,0,0,0,0,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372363700000,3372363700000,555,,WOODWARD,ST,,,,555 WOODWARD ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372394000000,3372394000000,521 1/,,GREEN,ST,,,,521 1/2 GREEN ST,0,0,0,0,1,9,2,55,3,8,2,94.5,1,30,0,0,5,38.6,1,37,0,0,2,0.5,0,0,17,34.88235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372453300000,3372453300000,435,,CHESTER,ST,,,,435 CHESTER ST,0,0,1,20,2,59.5,0,0,0,0,0,0,0,0,1,30,0,0,1,0,0,0,0,0,0,0,5,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372457000000,3372457000000,538,,WOODWARD,ST,,,,538 WOODWARD ST,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372525600000,3372525600000,553,,WOODWARD,ST,,,,553 WOODWARD ST,0,0,1,190,1,10,0,0,1,23,0,0,0,0,0,0,2,27,1,15,1,66,0,0,0,0,7,51.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372526000000,3372526000000,521,,GREEN,ST,,,,521 GREEN ST,0,0,0,0,1,9,0,0,1,19,0,0,0,0,0,0,2,66.5,0,0,0,0,1,0,0,0,5,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372564700000,3372564700000,433,,CHESTER,ST,,,,433 CHESTER ST,0,0,0,0,1,193,0,0,0,0,0,0,0,0,1,37,0,0,1,0,0,0,0,0,0,0,3,76.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372578600000,3372578600000,536,,WOODWARD,ST,,,,536 WOODWARD ST,0,0,1,20,3,10,1,20,0,0,0,0,2,69,0,0,1,0,0,0,1,33,1,19,0,0,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3372647100000,3372647100000,551,,WOODWARD,ST,,,,551 WOODWARD ST,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372650900000,3372650900000,333,S,QUEEN,ST,,,,333 S QUEEN ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372676100000,3372676100000,431,,CHESTER,ST,,,,431 CHESTER ST,0,0,0,0,1,67,0,0,1,185,0,0,0,0,1,30,0,0,1,0,0,0,0,0,0,0,4,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372700100000,3372700100000,534,,WOODWARD,ST,,,,534 WOODWARD ST,0,0,1,15,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8.75,,,,,,,,,,,,,,,2,"7,462.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,"7,462.00",,,,,,,,,,,,,,,,
3372707900000,3372707900000,515 1/,,GREEN,ST,,,,515 1/2 GREEN ST,0,0,2,35.5,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,0,4,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372750400000,3372750400000,343,S,QUEEN,ST,,,,343 S QUEEN ST,0,0,6,62.5,3,89.33333333,1,260,3,37,1,10,3,13.33333333,8,61.125,4,0,7,78.85714286,0,0,3,41,1,30,40,56.45,0,0.00,0,0.00,0,0.00,0,0.00,1,"7,500.00",0,0.00,1,"7,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"3,500.00",0,0.00,1,"3,500.00",0,0,0,0,0,1,0,1,0,0,2,3,1,4,2,14
3372788800000,3372788800000,549,,WOODWARD,ST,,,,549 WOODWARD ST,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372799600000,3372799600000,401,E,STRAWBERRY,ST,,,,401 E STRAWBERRY ST,0,0,2,946.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3372831700000,3372831700000,532,,WOODWARD,ST,,,,532 WOODWARD ST,0,0,2,13.5,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,4,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372837900000,3372837900000,423,,CHESTER,ST,,,,423 CHESTER ST,0,0,0,0,0,0,0,0,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372839500000,3372839500000,515,,GREEN,ST,,,,515 GREEN ST,0,0,2,25,3,15,3,24.66666667,2,16.5,0,0,2,66,2,25,0,0,1,37,0,0,2,0.5,0,0,17,24.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372878800000,3372878800000,515,S,CHRISTIAN,ST,,,,515 S CHRISTIAN ST,0,0,1,49,1,207,1,384,0,0,1,7,1,44,0,0,0,0,1,0,0,0,0,0,0,0,6,115.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3372888400000,3372888400000,480,S,DUKE,ST,,,,480 S DUKE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.57142857,2,9,0,0,2,11.5,0,0,1,16,12,12.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372910500000,3372910500000,547,,WOODWARD,ST,,,,547 WOODWARD ST,0,0,6,26.16666667,0,0,4,59,2,12,3,11.33333333,4,44.5,0,0,2,8,2,11,8,18.375,1,18,0,0,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,4
3372926600000,3372926600000,517,S,CHRISTIAN,ST,,,,517 S CHRISTIAN ST,0,0,1,8,3,100.3333333,5,39.4,1,25,2,8.5,3,35.66666667,0,0,0,0,1,0,1,238,0,0,0,0,17,52.52941176,0,0.00,0,0.00,0,0.00,0,0.00,1,"2,500.00",0,0.00,1,"2,500.00",,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4
3372928500000,3372928500000,403,E,STRAWBERRY,ST,,,,403 E STRAWBERRY ST,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,1,13,2,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3372930700000,3372930700000,513 1/,,GREEN,ST,,,,513 1/2 GREEN ST,0,0,0,0,0,0,0,0,2,212.5,1,7,0,0,0,0,1,50,1,164,0,0,1,0,0,0,6,107.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3372937900000,3372937900000,347,S,QUEEN,ST,,,,347 S QUEEN ST,0,0,4,136.5,0,0,0,0,0,0,1,10,1,0,3,11.66666667,0,0,0,0,0,0,0,0,0,0,9,65.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372953300000,3372953300000,530,,WOODWARD,ST,,,,530 WOODWARD ST,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,22.5,2,0,2,38.5,0,0,0,0,0,0,7,18.71428571,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,2,"4,332.00",0,0.00,0,0.00,2,"4,332.00",,,,,,,,,,,,,,,,
3372979700000,3372979700000,421,,CHESTER,ST,,,,421 CHESTER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373021500000,3373021500000,513,,GREEN,ST,,,,513 GREEN ST,0,0,4,43.5,2,10,5,75.6,1,23,6,92,1,14,4,104.25,8,26.875,3,24,0,0,1,0,0,0,35,53.28571429,,,,,,,,,,,,,,,0,0.00,2,"10,000.00",1,"1,000.00",0,0.00,0,0.00,0,0.00,3,"11,000.00",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3373042000000,3373042000000,545,,WOODWARD,ST,,,,545 WOODWARD ST,0,0,1,7,2,10,0,0,1,211,2,4.5,0,0,0,0,3,102.3333333,3,16.33333333,1,25,0,0,0,0,13,48.30769231,0,0.00,0,0.00,1,"4,000.00",0,0.00,0,0.00,0,0.00,1,"4,000.00",0,0.00,0,0.00,0,0.00,1,"4,918.00",0,0.00,0,0.00,1,"4,918.00",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3373055500000,3373055500000,519,S,CHRISTIAN,ST,,,,519 S CHRISTIAN ST,0,0,0,0,0,0,1,10,1,17,0,0,1,11,0,0,0,0,1,0,0,0,1,15,0,0,5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
3373057500000,3373057500000,405,E,STRAWBERRY,ST,,,,405 E STRAWBERRY ST,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,3,0,0,0,0,2,8,1,"3,498.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"3,498.00",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
3373065400000,3373065400000,349,S,QUEEN,ST,,,,349 S QUEEN ST,0,0,1,339,0,0,0,0,1,0,0,0,0,0,1,15,1,129,0,0,0,0,0,0,0,0,4,120.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3373070900000,3373070900000,419,,CHESTER,ST,,,,419 CHESTER ST,0,0,4,55.75,2,109.5,0,0,2,27,2,13.5,0,0,1,21,0,0,2,31.5,0,0,0,0,0,0,13,46.69230769,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,"4,830.00",0,0.00,0,0.00,1,"4,830.00",,,,,,,,,,,,,,,,
3373074700000,3373074700000,528,,WOODWARD,ST,,,,528 WOODWARD ST,0,0,0,0,1,10,1,8,0,0,0,0,2,53.5,2,13,10,7.4,1,104,1,139,1,15,0,0,19,25.42105263,0,0.00,1,"4,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"4,000.00",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3373082900000,3373082900000,511,,GREEN,ST,,,,511 GREEN ST,0,0,1,12,1,9,0,0,1,55,0,0,2,14.5,3,17.66666667,3,38.66666667,3,56.66666667,0,0,1,0,0,0,15,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373092300000,3373092300000,553,,HOWARD,AVE,,,,553 HOWARD AVE,0,0,2,74,1,47,0,0,0,0,1,17,0,0,1,84,0,0,0,0,0,0,0,0,1,29,6,54.16666667,,,,,,,,,,,,,,,0,0.00,0,0.00,1,"4,500.00",0,0.00,0,0.00,0,0.00,1,"4,500.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3373162100000,3373162100000,417,,CHESTER,ST,,,,417 CHESTER ST,0,0,0,0,1,35,2,10,0,0,0,0,1,31,3,25,0,0,1,0,0,0,0,0,0,0,8,20.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373163600000,3373163600000,543,,WOODWARD,ST,,,,543 WOODWARD ST,0,0,0,0,1,5,0,0,2,158.5,0,0,2,71,0,0,1,0,0,0,1,28,1,9,0,0,8,62.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3373176000000,3373176000000,526,,WOODWARD,ST,,,,526 WOODWARD ST,0,0,0,0,1,10,2,16.5,0,0,0,0,1,52,1,10,3,18,0,0,2,80.5,1,16,0,0,11,30.54545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373184500000,3373184500000,521,S,CHRISTIAN,ST,,,,521 S CHRISTIAN ST,0,0,0,0,2,86,0,0,1,22,1,10,2,67.5,0,0,0,0,1,0,1,209,1,77,0,0,9,69.44444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373207800000,3373207800000,560,,DAUPHIN,ST,,,,560 DAUPHIN ST,0,0,0,0,1,33,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373214100000,3373214100000,509,,GREEN,ST,,,,509 GREEN ST,0,0,1,13,0,0,0,0,1,7,0,0,2,27.5,1,21,2,73.5,1,38,0,0,1,0,0,0,9,31.22222222,,,,,,,,,,,,,,,0,0.00,1,"2,241.00",1,"6,046.00",0,0.00,0,0.00,0,0.00,2,"8,287.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3373257000000,3373257000000,524,,WOODWARD,ST,,,,524 WOODWARD ST,0,0,0,0,1,10,0,0,0,0,0,0,1,9,1,4,0,0,0,0,1,128,0,0,0,0,4,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373267300000,3373267300000,407,E,STRAWBERRY,ST,,,,407 E STRAWBERRY ST,0,0,2,95.5,0,0,0,0,0,0,0,0,1,25,0,0,1,112,0,0,0,0,0,0,0,0,4,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3373273400000,3373273400000,415,,CHESTER,ST,,,,415 CHESTER ST,0,0,0,0,0,0,2,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0.00,0,0.00,0,0.00,0,0.00,1,"3,869.00",0,0.00,1,"3,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373295100000,3373295100000,539,,WOODWARD,ST,,,,539 WOODWARD ST,0,0,2,205.5,2,46,1,49,4,181,2,10.5,1,48,0,0,1,0,3,179.6666667,1,139,3,9,1,28,21,98.95238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4
3373313500000,3373313500000,523,S,CHRISTIAN,ST,,,,523 S CHRISTIAN ST,0,0,0,0,0,0,0,0,2,168,1,4,2,30,0,0,0,0,1,0,1,198,0,0,0,0,7,85.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373335700000,3373335700000,507,,GREEN,ST,,,,507 GREEN ST,0,0,0,0,0,0,0,0,0,0,0,0,3,38.33333333,0,0,0,0,1,38,0,0,1,0,0,0,5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3373348100000,3373348100000,522,,WOODWARD,ST,,,,522 WOODWARD ST,0,0,1,14,1,10,0,0,1,23,1,17,0,0,1,33,1,0,1,10,1,231,1,57,0,0,9,43.88888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373352600000,3373352600000,551,,HOWARD,AVE,,,,551 HOWARD AVE,0,0,1,112,0,0,3,67,1,482,1,265,2,125.5,5,58.8,3,35.33333333,0,0,0,0,0,0,2,56,18,101.2777778,,,,,,,,,,,,,,,1,"1,625.00",0,0.00,1,"2,650.00",0,0.00,0,0.00,0,0.00,2,"4,275.00",,,,,,,,,,,,,,,,
3373374700000,3373374700000,413,,CHESTER,ST,,,,413 CHESTER ST,0,0,3,157.3333333,2,184.5,0,0,0,0,1,10,0,0,2,350.5,1,1041,2,7.5,0,0,0,0,0,0,11,237.0909091,,,,,,,,,,,,,,,0,0.00,0,0.00,1,"2,100.00",2,"42,600.00",0,0.00,0,0.00,3,"44,700.00",,,,,,,,,,,,,,,,
3373400200000,3373400200000,558,,DAUPHIN,ST,,,,558 DAUPHIN ST,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373416100000,3373416100000,409,E,STRAWBERRY,ST,,,,409 E STRAWBERRY ST,0,0,1,144,0,0,0,0,0,0,0,0,1,41,0,0,1,87,0,0,0,0,0,0,0,0,3,90.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373416700000,3373416700000,537,,WOODWARD,ST,,,,537 WOODWARD ST,0,0,0,0,0,0,1,140,0,0,1,54,3,142,2,35,2,3,5,83.4,1,3,1,70,0,0,16,74.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373439200000,3373439200000,520,,WOODWARD,ST,,,,520 WOODWARD ST,0,0,1,14,2,10,3,32.66666667,0,0,1,20,2,41,1,21,1,13,2,15,1,200,1,8,0,0,15,33.73333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373453800000,3373453800000,549,,HOWARD,AVE,,,,549 HOWARD AVE,0,0,2,22.5,0,0,2,12.5,2,32.5,0,0,1,8,3,16.33333333,0,0,2,66.5,0,0,0,0,1,0,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3373462500000,3373462500000,525,S,CHRISTIAN,ST,,,,525 S CHRISTIAN ST,0,0,6,52,1,1253,1,133,0,0,0,0,3,28,2,22,1,0,2,10,0,0,1,21,0,0,17,109.8235294,0,0.00,0,0.00,0,0.00,0,0.00,1,"13,150.00",0,0.00,1,"13,150.00",1,395.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,395.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3373463900000,3373463900000,418,E,STRAWBERRY,ST,,,,418 E STRAWBERRY ST,0,0,3,109.6666667,0,0,0,0,0,0,1,18,1,68,0,0,2,16.5,0,0,0,0,0,0,0,0,7,64,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,"1,435.00",0,0.00,0,0.00,1,"1,435.00",,,,,,,,,,,,,,,,
3373467200000,3373467200000,505,,GREEN,ST,,,,505 GREEN ST,0,0,1,651,0,0,0,0,0,0,0,0,1,20,0,0,2,7.5,1,38,0,0,1,0,0,0,6,120.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373467900000,3373467900000,430,,GREEN,ST,,,,430 GREEN ST,0,0,0,0,1,15,1,8,0,0,0,0,1,7,0,0,0,0,0,0,1,31,1,0,0,0,5,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373475900000,3373475900000,411 1/,,CHESTER,ST,,,,411 1/2 CHESTER ST,0,0,1,7,0,0,0,0,1,67,2,31,3,6.666666667,0,0,0,0,1,0,0,0,0,0,0,0,8,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3373534900000,3373534900000,547,,HOWARD,AVE,,,,547 HOWARD AVE,0,0,0,0,1,130,1,14,0,0,2,31.5,4,38.5,1,29,4,11,0,0,3,9,0,0,0,0,16,28.8125,0,0.00,0,0.00,0,0.00,0,0.00,1,"5,370.00",0,0.00,1,"5,370.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,350.00",0,0.00,1,"1,350.00",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
3373540500000,3373540500000,518,,WOODWARD,ST,,,,518 WOODWARD ST,0,0,3,17.33333333,4,14.5,2,55.5,1,23,0,0,5,33.8,0,0,3,11.33333333,1,10,3,79.33333333,1,9,0,0,23,30.60869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
